record_id,date,zone_id,zone_name,total_waste_kg,organic_waste_kg,plastic_waste_kg,paper_waste_kg,metal_waste_kg,glass_waste_kg,other_waste_kg,number_of_active_bins,average_bin_fill_percentage,overflow_count,collection_count,population_density,commercial_density,market_activity_level,holiday_flag,festival_flag,event_activity_level,rainfall_mm,temperature_c,avg_daily_generation_kg_14d,split
AMD-ZW-007638,2026-04-20,AMD-Z-15,Naranpura,1436.2,844.82,226.44,153.39,11.46,29.33,170.76,17,47.27,0,16,28900,58,1.37,0,0,0,0.0,33.3,1604.35,train
AMD-ZW-007639,2026-04-20,AMD-Z-16,Memnagar,1477.86,954.82,161.66,112.27,29.64,35.75,183.72,16,41.11,0,15,25600,54,1.42,0,0,0,0.0,33.3,1617.78,train
AMD-ZW-007640,2026-04-20,AMD-Z-17,Isanpur,1801.77,1140.55,222.07,169.4,33.09,29.81,206.84,16,41.18,0,18,31400,46,1.39,0,0,0,0.0,33.3,1935.63,train
AMD-ZW-007641,2026-04-20,AMD-Z-18,Nikol,2386.47,1312.68,411.83,219.58,53.19,93.62,295.58,18,38.83,0,19,33800,50,1.44,0,0,0,0.0,33.3,2725.16,train
AMD-ZW-007642,2026-04-20,AMD-Z-19,Vastral,1671.89,956.14,226.25,188.06,23.96,53.67,223.81,17,39.5,1,17,32600,48,1.38,0,0,0,0.0,33.3,1720.2,train
AMD-ZW-007643,2026-04-20,AMD-Z-20,Naroda,10342.54,1598.57,2848.83,1944.04,1377.34,730.48,1843.29,20,44.24,1,32,30200,68,2.04,0,0,0,0.0,33.3,8967.58,train
AMD-ZW-007644,2026-04-20,AMD-Z-21,Odhav,7524.31,1394.23,1793.3,1387.09,825.81,690.78,1433.1,18,39.82,0,22,28700,64,1.69,0,0,0,0.0,33.3,6618.24,train
AMD-ZW-007645,2026-04-20,AMD-Z-22,Vatva,6456.34,1148.02,1611.95,1189.28,905.31,485.72,1116.07,19,38.57,0,24,29500,66,1.61,0,0,0,0.0,33.3,5721.37,train
AMD-ZW-007646,2026-04-20,AMD-Z-23,Ranip,1703.63,1177.36,182.33,108.05,25.17,43.71,167.01,16,38.54,1,15,27800,50,1.33,0,0,0,0.0,33.3,1854.82,train
AMD-ZW-007647,2026-04-20,AMD-Z-24,Sabarmati,1305.08,860.35,150.6,82.59,19.31,30.86,161.36,16,42.71,1,12,26100,54,1.55,0,0,0,0.0,33.3,1459.76,train
AMD-ZW-007648,2026-04-20,AMD-Z-25,Ellis Bridge,6039.78,1478.6,1629.25,1650.34,182.42,460.14,639.02,16,50.46,1,20,24900,82,2.66,0,0,0,0.0,33.3,5756.81,train
AMD-ZW-007649,2026-04-20,AMD-Z-26,Ashram Road,7593.61,1496.02,1879.92,2369.66,553.13,586.89,707.98,18,53.53,4,23,23400,90,2.68,0,0,0,0.0,33.3,7303.43,train
AMD-ZW-007650,2026-04-20,AMD-Z-27,CG Road,7970.52,2595.37,1843.55,1979.62,250.39,492.41,809.17,20,50.62,1,25,22800,94,2.64,0,0,0,0.0,33.3,7095.17,train
AMD-ZW-007651,2026-04-20,AMD-Z-28,Relief Road,10231.31,7219.97,1126.7,698.67,168.68,231.4,785.89,22,52.51,5,34,37600,90,4.08,0,0,0,0.0,33.3,11291.63,train
AMD-ZW-007652,2026-04-20,AMD-Z-29,Shahpur,9352.36,6926.25,799.21,607.78,108.69,170.75,739.68,17,52.31,2,26,34800,74,4.1,0,0,0,0.0,33.3,10191.81,train
AMD-ZW-007653,2026-04-20,AMD-Z-30,Jamalpur,13345.23,9787.47,1348.64,738.32,86.54,246.28,1137.99,21,50.53,4,35,36900,86,4.17,0,0,0,0.0,33.3,15155.09,train
AMD-ZW-007654,2026-04-20,AMD-Z-31,Dariyapur,10906.45,8106.38,792.47,642.66,62.21,205.62,1097.12,16,49.13,3,27,35100,70,4.17,0,0,0,0.0,33.3,11384.27,train
AMD-ZW-007655,2026-04-20,AMD-Z-32,Saraspur,5271.35,402.59,1578.41,1064.05,887.71,454.94,883.66,16,37.17,0,18,31200,60,1.73,0,0,0,0.0,33.3,4760.44,train
AMD-ZW-007656,2026-04-20,AMD-Z-33,Wadaj,1837.16,1004.59,279.9,183.87,63.41,84.23,221.16,16,40.23,0,15,28300,52,1.42,0,0,0,0.0,33.3,1919.07,train
AMD-ZW-007657,2026-04-21,AMD-Z-01,Navrangpura,6597.87,2072.56,1417.83,1745.51,220.45,495.09,646.43,23,48.67,0,28,28500,88,2.7,0,0,0,0.0,35.3,6196.07,train
AMD-ZW-007658,2026-04-21,AMD-Z-02,Vastrapur,4026.29,1189.45,929.52,770.71,242.0,308.11,586.5,21,47.61,1,21,24200,72,2.06,0,0,0,0.0,35.3,4047.03,train
AMD-ZW-007659,2026-04-21,AMD-Z-03,Satellite,7718.92,1148.71,2226.31,2516.05,363.54,581.33,882.98,23,50.55,1,31,26800,80,2.72,0,0,0,0.0,35.3,7553.43,train
AMD-ZW-007660,2026-04-21,AMD-Z-04,Bodakdev,5777.05,1662.64,1328.69,1522.15,162.82,456.98,643.77,19,47.67,2,28,21900,76,2.64,0,0,0,0.0,35.3,5371.35,train
AMD-ZW-007661,2026-04-21,AMD-Z-05,Prahlad Nagar,4824.66,1211.61,1186.16,1471.1,243.23,280.53,432.03,19,53.78,1,20,23100,84,2.79,0,0,0,0.0,35.3,4508.88,train
AMD-ZW-007662,2026-04-21,AMD-Z-06,Thaltej,963.18,580.91,135.45,74.64,18.97,26.68,126.54,18,34.37,1,17,20400,58,1.46,0,0,0,0.0,35.3,1048.21,train
AMD-ZW-007663,2026-04-21,AMD-Z-07,Bopal,1507.57,748.62,260.41,219.48,25.03,39.43,214.59,17,33.37,0,20,17600,44,1.4,0,0,0,,35.3,1417.97,train
AMD-ZW-007664,2026-04-21,AMD-Z-08,Gota,1715.42,1034.96,249.56,161.35,23.52,48.08,197.95,17,40.35,1,19,19800,46,1.29,0,0,0,0.0,35.3,1935.87,train
AMD-ZW-007665,2026-04-21,AMD-Z-09,Chandkheda,1507.75,793.52,278.76,145.28,35.99,67.99,186.21,18,35.23,0,16,22700,48,1.51,0,0,0,0.0,35.3,1782.39,train
AMD-ZW-007666,2026-04-21,AMD-Z-10,Motera,1597.07,853.83,250.38,163.1,51.87,48.17,229.72,17,40.38,0,15,21300,52,1.46,0,0,0,0.0,35.3,1607.42,train
AMD-ZW-007667,2026-04-21,AMD-Z-11,Maninagar,10834.48,7718.36,1304.27,755.21,121.69,186.58,748.37,23,44.31,1,33,35200,82,4.14,0,0,0,0.0,35.3,12137.32,train
AMD-ZW-007668,2026-04-21,AMD-Z-12,Paldi,1569.95,816.64,215.15,199.71,31.53,49.34,257.59,17,36.46,1,13,26400,56,1.41,0,0,0,0.0,35.3,1797.29,train
AMD-ZW-007669,2026-04-21,AMD-Z-13,Vasna,1989.21,946.84,362.68,271.88,43.21,59.58,305.03,17,36.71,0,17,29100,48,1.4,0,0,0,,35.3,2095.55,train
AMD-ZW-007670,2026-04-21,AMD-Z-14,Shahibaug,5103.13,2168.11,915.43,866.3,166.49,298.88,687.93,16,41.47,0,19,27300,62,2.0,0,0,0,0.0,35.3,5111.2,train
AMD-ZW-007671,2026-04-21,AMD-Z-15,Naranpura,1483.14,850.12,210.75,146.22,42.52,49.41,184.11,17,45.76,0,16,28900,58,1.44,0,0,0,0.0,35.3,1605.13,train
AMD-ZW-007672,2026-04-21,AMD-Z-16,Memnagar,1646.95,1108.2,170.76,123.06,25.74,43.04,176.14,16,41.64,1,15,25600,54,1.31,0,0,0,0.0,35.3,1618.43,train
AMD-ZW-007673,2026-04-21,AMD-Z-17,Isanpur,1797.72,1138.6,183.49,164.41,20.63,34.9,255.69,16,38.67,0,16,31400,46,1.44,0,0,0,0.0,35.3,1931.19,train
AMD-ZW-007674,2026-04-21,AMD-Z-18,Nikol,2513.58,1381.85,380.6,273.22,65.93,84.31,327.66,18,40.24,0,18,33800,50,1.4,0,0,0,0.0,35.3,2718.28,train
AMD-ZW-007675,2026-04-21,AMD-Z-19,Vastral,1592.66,968.59,206.41,143.25,32.92,41.65,199.84,17,36.59,0,18,32600,48,1.35,0,0,0,0.0,35.3,1724.44,train
AMD-ZW-007676,2026-04-21,AMD-Z-20,Naroda,10036.0,1645.41,2652.51,1750.02,1347.15,876.91,1763.99,20,50.04,3,33,30200,68,1.96,0,0,0,0.0,35.3,8987.46,train
AMD-ZW-007677,2026-04-21,AMD-Z-21,Odhav,7303.02,1367.54,2044.16,1235.86,762.63,719.43,1173.41,18,46.69,1,21,28700,64,1.71,0,0,0,0.0,35.3,6607.86,train
AMD-ZW-007678,2026-04-21,AMD-Z-22,Vatva,6843.58,1194.02,2004.98,1261.68,738.96,568.12,1075.82,19,55.82,4,22,29500,66,1.59,0,0,0,0.0,35.3,5705.92,train
AMD-ZW-007679,2026-04-21,AMD-Z-23,Ranip,1844.26,1284.36,207.32,115.71,24.33,40.93,171.62,16,38.72,0,12,27800,50,1.47,0,0,0,0.0,35.3,1853.85,train
AMD-ZW-007680,2026-04-21,AMD-Z-24,Sabarmati,1380.94,899.03,185.09,103.49,21.38,34.11,137.84,16,39.68,0,16,26100,54,1.5,0,0,0,0.0,35.3,1460.9,train
AMD-ZW-007681,2026-04-21,AMD-Z-25,Ellis Bridge,6300.68,1434.41,1570.32,1878.21,318.24,450.48,649.03,16,56.89,3,20,24900,82,2.52,0,0,0,0.0,35.3,5745.58,train
AMD-ZW-007682,2026-04-21,AMD-Z-26,Ashram Road,7669.47,1299.36,2128.87,2637.11,292.25,589.05,722.82,18,55.89,4,24,23400,90,2.56,0,0,0,0.0,35.3,7298.84,train
AMD-ZW-007683,2026-04-21,AMD-Z-27,CG Road,7978.12,2453.7,1743.55,2067.47,354.22,647.75,711.43,20,55.56,3,26,22800,94,2.64,0,0,0,0.0,35.3,7134.31,train
AMD-ZW-007684,2026-04-21,AMD-Z-28,Relief Road,9988.91,6722.64,1239.28,677.44,185.2,262.19,902.15,22,52.02,4,33,37600,90,4.11,0,0,0,0.0,35.3,11324.02,train
AMD-ZW-007685,2026-04-21,AMD-Z-29,Shahpur,9064.78,6819.8,745.27,548.41,128.49,226.27,596.53,17,46.75,1,26,34800,74,4.18,0,0,0,0.0,35.3,10208.62,train
AMD-ZW-007686,2026-04-21,AMD-Z-30,Jamalpur,13081.41,9636.52,958.13,823.81,169.92,393.37,1099.66,21,43.62,2,34,36900,86,4.15,0,0,0,0.0,35.3,15151.5,train
AMD-ZW-007687,2026-04-21,AMD-Z-31,Dariyapur,9292.71,7044.68,754.18,558.79,50.35,163.65,721.06,16,40.41,0,26,35100,70,4.22,0,0,0,0.0,35.3,11487.99,train
AMD-ZW-007688,2026-04-21,AMD-Z-32,Saraspur,5150.19,462.67,1619.54,1030.41,824.61,384.99,827.97,16,47.83,1,20,31200,60,1.69,0,0,0,0.0,35.3,4751.69,train
AMD-ZW-007689,2026-04-21,AMD-Z-33,Wadaj,1823.71,987.74,299.88,195.19,62.28,50.24,228.37,16,40.49,0,15,28300,52,1.42,0,0,0,0.0,35.3,1922.62,train
AMD-ZW-007690,2026-04-22,AMD-Z-01,Navrangpura,6653.73,1909.09,1506.81,1804.59,219.9,536.69,676.64,23,49.48,1,27,28500,88,2.75,0,0,0,0.0,35.5,6184.66,train
AMD-ZW-007691,2026-04-22,AMD-Z-02,Vastrapur,4157.79,1403.49,971.94,704.63,157.33,217.36,703.03,21,40.15,2,19,24200,72,2.05,0,0,0,0.0,35.5,4042.64,train
AMD-ZW-007692,2026-04-22,AMD-Z-03,Satellite,8057.08,1326.5,2311.23,2613.52,411.98,637.57,756.28,23,49.9,1,33,26800,80,2.6,0,0,0,0.0,35.5,7529.85,train
AMD-ZW-007693,2026-04-22,AMD-Z-04,Bodakdev,5653.6,1567.09,1390.85,1530.41,286.59,387.29,491.37,19,43.57,1,27,21900,76,2.62,0,0,0,0.0,35.5,5365.7,train
AMD-ZW-007694,2026-04-22,AMD-Z-05,Prahlad Nagar,4795.4,1100.76,1215.93,1395.64,188.68,339.6,554.79,19,57.4,1,26,23100,84,2.75,0,0,0,0.0,35.5,4482.6,train
AMD-ZW-007695,2026-04-22,AMD-Z-06,Thaltej,983.32,595.68,139.29,92.12,23.27,23.93,109.02,18,34.07,0,18,20400,58,1.24,0,0,0,0.0,35.5,1048.94,train
AMD-ZW-007696,2026-04-22,AMD-Z-07,Bopal,1473.16,776.6,249.9,153.37,28.52,51.35,213.42,17,32.39,0,18,17600,44,1.46,0,0,0,0.0,35.5,1431.02,train
AMD-ZW-007697,2026-04-22,AMD-Z-08,Gota,1742.34,989.63,212.63,189.39,35.5,51.97,263.23,17,34.77,1,16,19800,46,1.32,0,0,0,0.0,35.5,1931.5,train
AMD-ZW-007698,2026-04-22,AMD-Z-09,Chandkheda,1596.19,736.84,288.17,210.68,34.38,66.12,260.0,18,32.34,0,16,22700,48,1.42,0,0,0,0.0,35.5,1778.57,train
AMD-ZW-007699,2026-04-22,AMD-Z-10,Motera,1734.79,813.68,308.68,185.39,55.23,76.11,295.69,17,39.11,1,15,21300,52,1.41,0,0,0,0.0,35.5,1613.8,train
AMD-ZW-007700,2026-04-22,AMD-Z-11,Maninagar,10650.12,7500.51,1237.19,607.14,130.68,233.42,941.17,23,44.57,2,34,35200,82,4.15,0,0,0,,35.5,12122.45,train
AMD-ZW-007701,2026-04-22,AMD-Z-12,Paldi,1658.4,875.63,277.31,158.37,24.16,55.3,267.64,17,41.5,0,18,26400,56,1.57,0,0,0,0.0,35.5,1783.52,train
AMD-ZW-007702,2026-04-22,AMD-Z-13,Vasna,2160.98,942.99,393.19,261.42,76.86,67.19,419.33,17,38.92,1,20,29100,48,1.47,0,0,0,0.0,35.5,2100.1,train
AMD-ZW-007703,2026-04-22,AMD-Z-14,Shahibaug,4920.58,1979.31,1191.02,714.48,204.48,282.75,548.54,16,44.17,1,20,27300,62,2.0,0,0,0,0.0,35.5,5119.24,train
AMD-ZW-007704,2026-04-22,AMD-Z-15,Naranpura,1508.34,877.34,220.66,141.61,19.41,37.4,211.92,17,40.51,0,18,28900,58,1.44,0,0,0,0.0,35.5,1604.08,train
AMD-ZW-007705,2026-04-22,AMD-Z-16,Memnagar,1519.42,956.15,191.11,136.98,27.98,26.21,180.99,16,41.45,0,15,25600,54,1.36,0,0,0,0.0,35.5,1626.11,train
AMD-ZW-007706,2026-04-22,AMD-Z-17,Isanpur,1780.89,1022.19,219.08,191.28,30.88,72.96,244.49,16,39.91,0,18,31400,46,1.34,0,0,0,0.0,35.5,1929.9,train
AMD-ZW-007707,2026-04-22,AMD-Z-18,Nikol,2679.17,1433.02,458.62,271.12,78.65,90.42,347.34,18,40.74,0,19,33800,50,1.4,0,0,0,0.0,35.5,2726.93,train
AMD-ZW-007708,2026-04-22,AMD-Z-19,Vastral,1700.07,1012.38,232.45,122.19,49.47,47.61,235.98,17,38.37,0,17,32600,48,1.32,0,0,0,0.0,35.5,1727.82,train
AMD-ZW-007709,2026-04-22,AMD-Z-20,Naroda,9879.01,1665.29,2499.98,2064.59,1224.95,601.76,1822.45,20,51.53,4,33,30200,68,2.05,0,0,0,0.0,35.5,8980.93,train
AMD-ZW-007710,2026-04-22,AMD-Z-21,Odhav,7723.66,1371.39,1784.27,1554.03,1095.14,637.88,1280.95,18,46.84,0,22,28700,64,1.71,0,0,0,0.0,35.5,6579.13,train
AMD-ZW-007711,2026-04-22,AMD-Z-22,Vatva,6513.29,1263.75,1598.44,1310.82,738.31,566.35,1035.63,19,57.88,3,20,29500,66,1.63,0,0,0,0.0,35.5,5738.91,train
AMD-ZW-007712,2026-04-22,AMD-Z-23,Ranip,1851.48,1277.7,205.49,130.67,25.39,39.59,172.64,16,35.85,0,16,27800,50,1.48,0,0,0,0.0,35.5,1867.42,train
AMD-ZW-007713,2026-04-22,AMD-Z-24,Sabarmati,1328.81,856.83,130.81,139.59,26.66,22.96,151.96,16,33.35,0,12,26100,54,1.5,0,0,0,0.0,35.5,1459.42,train
AMD-ZW-007714,2026-04-22,AMD-Z-25,Ellis Bridge,6685.14,1644.19,1797.53,1895.85,284.17,461.03,602.38,16,50.92,1,20,24900,82,2.61,0,0,0,0.0,35.5,5750.73,train
AMD-ZW-007715,2026-04-22,AMD-Z-26,Ashram Road,7912.71,1420.46,2403.05,2322.56,343.47,674.61,748.56,18,60.89,5,23,23400,90,2.68,0,0,0,0.0,35.5,7254.4,train
AMD-ZW-007716,2026-04-22,AMD-Z-27,CG Road,7695.83,2238.3,1989.5,1673.56,378.08,506.99,909.4,20,61.12,4,25,22800,94,2.64,0,0,0,0.0,35.5,7174.18,train
AMD-ZW-007717,2026-04-22,AMD-Z-28,Relief Road,10058.03,6948.92,1069.3,725.0,132.0,286.95,895.86,22,51.63,4,33,37600,90,4.15,0,0,0,0.0,35.5,11361.86,train
AMD-ZW-007718,2026-04-22,AMD-Z-29,Shahpur,8993.47,6618.68,791.92,471.39,122.96,270.39,718.13,17,48.88,1,26,34800,74,4.12,0,0,0,0.0,35.5,10222.6,train
AMD-ZW-007719,2026-04-22,AMD-Z-30,Jamalpur,14188.13,10049.7,1615.07,920.38,72.9,499.28,1030.81,21,47.8,1,34,36900,86,4.13,0,0,0,0.0,35.5,15148.73,train
AMD-ZW-007720,2026-04-22,AMD-Z-31,Dariyapur,9748.09,7182.34,1115.73,455.12,132.5,211.47,650.92,16,44.66,3,27,35100,70,4.2,0,0,0,0.0,35.5,11485.43,train
AMD-ZW-007721,2026-04-22,AMD-Z-32,Saraspur,5576.0,538.68,1799.52,1078.85,885.94,470.67,802.34,16,43.42,0,18,31200,60,1.61,0,0,0,0.0,35.5,4739.72,train
AMD-ZW-007722,2026-04-22,AMD-Z-33,Wadaj,1862.12,1011.19,288.73,197.89,26.48,83.31,254.53,16,40.15,0,13,28300,52,1.36,0,0,0,0.0,35.5,1920.05,train
AMD-ZW-007723,2026-04-23,AMD-Z-01,Navrangpura,6471.27,1776.66,1495.38,1834.36,226.44,557.96,580.47,23,51.09,1,29,28500,88,2.62,0,0,0,0.0,33.0,6196.16,train
AMD-ZW-007724,2026-04-23,AMD-Z-02,Vastrapur,4202.6,1308.6,1021.28,852.03,130.93,254.17,635.59,21,42.29,0,22,24200,72,2.02,0,0,0,0.0,33.0,4048.98,train
AMD-ZW-007725,2026-04-23,AMD-Z-03,Satellite,8145.57,1137.65,2471.0,2454.82,420.16,606.0,1055.94,23,51.54,2,32,26800,80,2.74,0,0,0,0.0,33.0,7536.87,train
AMD-ZW-007726,2026-04-23,AMD-Z-04,Bodakdev,5523.5,1617.29,1195.0,1289.95,294.22,467.94,659.1,19,46.87,1,27,21900,76,2.61,0,0,0,0.0,33.0,5364.22,train
AMD-ZW-007727,2026-04-23,AMD-Z-05,Prahlad Nagar,5062.21,1326.92,1225.71,1513.45,178.18,295.86,522.08,19,50.53,2,21,23100,84,2.79,0,0,0,0.0,33.0,4480.9,train
AMD-ZW-007728,2026-04-23,AMD-Z-06,Thaltej,1002.03,653.58,126.3,75.3,11.58,21.37,113.9,18,35.13,1,17,20400,58,1.38,0,0,0,0.0,33.0,1050.23,train
AMD-ZW-007729,2026-04-23,AMD-Z-07,Bopal,1304.52,586.66,265.25,175.52,24.87,55.24,196.98,17,33.75,0,20,17600,44,1.46,0,0,0,0.0,33.0,1444.42,train
AMD-ZW-007730,2026-04-23,AMD-Z-08,Gota,1944.78,1079.43,293.81,180.68,24.85,60.49,305.51,17,35.07,0,20,19800,46,1.44,0,0,0,0.0,33.0,1785.82,train
AMD-ZW-007731,2026-04-23,AMD-Z-09,Chandkheda,1540.64,775.91,269.31,187.43,31.91,63.08,213.0,18,34.25,0,16,22700,48,1.56,0,0,0,0.0,33.0,1618.29,train
AMD-ZW-007732,2026-04-23,AMD-Z-10,Motera,1709.06,844.15,333.33,183.85,49.75,60.27,237.69,17,40.44,1,16,21300,52,1.41,0,0,0,0.0,33.0,1626.98,train
AMD-ZW-007733,2026-04-23,AMD-Z-11,Maninagar,11576.02,8359.54,1173.74,744.83,136.41,194.38,967.12,23,50.54,5,34,35200,82,4.23,0,0,0,0.0,33.0,12049.13,train
AMD-ZW-007734,2026-04-23,AMD-Z-12,Paldi,1624.56,838.79,257.08,195.0,50.65,66.44,216.59,17,39.89,1,13,26400,56,1.43,0,0,0,0.0,33.0,1783.75,train
AMD-ZW-007735,2026-04-23,AMD-Z-13,Vasna,2237.61,1003.87,403.46,227.11,85.93,70.9,446.35,17,41.6,1,17,29100,48,1.41,0,0,1,0.0,33.0,2118.37,train
AMD-ZW-007736,2026-04-23,AMD-Z-14,Shahibaug,5045.15,2049.5,1000.55,840.59,234.18,281.34,638.98,16,45.39,0,19,27300,62,2.0,0,0,0,0.0,33.0,5103.67,train
AMD-ZW-007737,2026-04-23,AMD-Z-15,Naranpura,1442.65,837.6,237.32,126.81,15.93,42.39,182.59,17,40.92,1,18,28900,58,1.46,0,0,0,0.0,33.0,1609.37,train
AMD-ZW-007738,2026-04-23,AMD-Z-16,Memnagar,1568.29,997.0,198.04,122.77,28.24,38.81,183.43,16,42.71,3,15,25600,54,1.33,0,0,0,0.0,33.0,1624.56,train
AMD-ZW-007739,2026-04-23,AMD-Z-17,Isanpur,1802.25,1159.52,212.43,170.09,28.06,45.38,186.77,16,38.01,1,16,31400,46,1.38,0,0,0,0.0,33.0,1923.38,train
AMD-ZW-007740,2026-04-23,AMD-Z-18,Nikol,2491.55,1399.67,378.45,237.12,50.72,96.9,328.69,18,39.02,0,18,33800,50,1.47,0,0,0,0.0,33.0,2737.43,train
AMD-ZW-007741,2026-04-23,AMD-Z-19,Vastral,1717.06,1052.57,208.55,179.48,19.42,43.72,213.33,17,36.62,0,18,32600,48,1.46,0,0,0,0.0,33.0,1729.35,train
AMD-ZW-007742,2026-04-23,AMD-Z-20,Naroda,10480.55,1616.39,2745.78,1938.72,1379.03,811.28,1989.34,20,51.27,4,33,30200,68,2.06,0,0,0,0.0,33.0,8951.0,train
AMD-ZW-007743,2026-04-23,AMD-Z-21,Odhav,7302.2,1300.34,1771.1,1298.24,819.6,613.58,1499.34,18,49.07,1,21,28700,64,1.78,0,0,0,0.0,33.0,6592.7,train
AMD-ZW-007744,2026-04-23,AMD-Z-22,Vatva,6075.68,1231.23,1569.77,1163.83,682.1,488.42,940.32,19,56.05,2,25,29500,66,1.57,0,0,0,0.0,33.0,5748.07,train
AMD-ZW-007745,2026-04-23,AMD-Z-23,Ranip,1718.36,1169.01,197.33,112.28,30.4,38.02,171.32,16,36.03,0,12,27800,50,1.33,0,0,0,0.0,33.0,1866.96,train
AMD-ZW-007746,2026-04-23,AMD-Z-24,Sabarmati,1335.46,855.34,169.27,94.73,41.7,27.13,147.28,16,38.82,0,16,26100,54,1.47,0,0,0,0.0,33.0,1451.01,train
AMD-ZW-007747,2026-04-23,AMD-Z-25,Ellis Bridge,6647.94,1834.64,1654.86,1673.1,351.5,384.95,748.88,16,58.14,1,19,24900,82,2.7,0,0,0,0.0,33.0,5805.89,train
AMD-ZW-007748,2026-04-23,AMD-Z-26,Ashram Road,7541.64,1285.8,2052.89,2614.07,345.34,560.12,683.41,18,58.77,4,23,23400,90,2.67,0,0,0,0.0,33.0,7260.78,train
AMD-ZW-007749,2026-04-23,AMD-Z-27,CG Road,8767.25,2828.63,1991.17,2162.24,336.2,459.43,989.59,20,57.14,4,27,22800,94,2.62,0,0,0,0.0,33.0,7185.8,train
AMD-ZW-007750,2026-04-23,AMD-Z-28,Relief Road,10208.83,7219.63,1051.34,594.19,165.94,424.25,753.47,22,56.03,4,32,37600,90,4.18,0,0,0,0.0,33.0,11395.65,train
AMD-ZW-007751,2026-04-23,AMD-Z-29,Shahpur,9584.16,7040.84,815.33,662.38,93.66,181.41,790.54,17,49.32,2,27,34800,74,4.18,0,0,0,0.0,33.0,10211.9,train
AMD-ZW-007752,2026-04-23,AMD-Z-30,Jamalpur,15636.09,11060.07,1304.03,1059.51,206.44,407.33,1598.71,21,50.65,3,32,36900,86,4.15,0,0,0,0.0,33.0,15094.95,train
AMD-ZW-007753,2026-04-23,AMD-Z-31,Dariyapur,9714.53,7238.27,835.81,629.33,90.86,126.56,793.69,16,39.42,0,26,35100,70,4.19,0,0,0,0.0,33.0,11503.22,train
AMD-ZW-007754,2026-04-23,AMD-Z-32,Saraspur,14206.85,1271.79,4453.82,2905.73,1958.51,1361.11,2255.88,16,74.46,11,22,31200,60,1.66,0,0,0,0.0,33.0,4748.37,train
AMD-ZW-007755,2026-04-23,AMD-Z-33,Wadaj,1778.05,963.76,273.88,177.54,70.12,74.34,218.41,16,43.48,1,15,28300,52,1.44,0,0,0,0.0,33.0,1919.78,train
AMD-ZW-007756,2026-04-24,AMD-Z-01,Navrangpura,7942.58,2504.62,1875.18,2155.1,275.62,576.62,555.43,23,54.3,3,30,28500,88,2.62,0,0,0,0.0,32.8,6187.45,train
AMD-ZW-007757,2026-04-24,AMD-Z-02,Vastrapur,6142.28,2344.42,1400.46,1062.68,218.04,276.3,840.39,21,43.45,2,21,24200,72,2.12,0,0,0,0.0,32.8,4045.7,train
AMD-ZW-007758,2026-04-24,AMD-Z-03,Satellite,8139.21,1198.46,2387.1,2643.05,383.15,731.54,795.92,23,54.99,2,31,26800,80,2.59,0,0,0,0.0,32.8,7544.14,train
AMD-ZW-007759,2026-04-24,AMD-Z-04,Bodakdev,5944.87,1652.98,1301.8,1785.45,202.88,387.4,614.37,19,45.82,1,27,21900,76,2.7,0,0,0,0.0,32.8,5347.77,train
AMD-ZW-007760,2026-04-24,AMD-Z-05,Prahlad Nagar,5526.4,1436.94,1335.15,1652.48,208.13,343.05,550.65,19,56.11,3,25,23100,84,2.61,0,0,0,0.0,32.8,4475.09,train
AMD-ZW-007761,2026-04-24,AMD-Z-06,Thaltej,1001.19,646.84,119.42,71.31,17.65,17.94,128.02,18,36.68,0,19,20400,58,1.42,0,0,0,0.0,32.8,1050.21,train
AMD-ZW-007762,2026-04-24,AMD-Z-07,Bopal,1366.86,655.55,244.09,158.6,25.74,55.41,227.47,17,29.91,0,18,17600,44,1.46,0,0,0,0.0,32.8,1441.64,train
AMD-ZW-007763,2026-04-24,AMD-Z-08,Gota,1805.03,1064.31,237.84,166.36,26.99,42.28,267.25,17,31.78,0,14,19800,46,1.44,0,0,0,0.0,32.8,1796.43,train
AMD-ZW-007764,2026-04-24,AMD-Z-09,Chandkheda,1611.19,803.78,241.15,174.84,54.95,95.56,240.9,18,36.5,0,16,22700,48,1.44,0,0,0,0.0,32.8,1620.54,train
AMD-ZW-007765,2026-04-24,AMD-Z-10,Motera,1730.93,869.36,305.21,164.74,40.0,67.12,284.5,17,41.54,1,14,21300,52,1.43,0,0,0,0.0,32.8,1641.79,train
AMD-ZW-007766,2026-04-24,AMD-Z-11,Maninagar,12509.12,8873.62,1230.28,970.11,201.94,323.83,909.34,23,47.35,4,33,35200,82,4.17,0,0,0,0.0,32.8,12064.24,train
AMD-ZW-007767,2026-04-24,AMD-Z-12,Paldi,1707.82,898.6,270.66,170.65,37.36,62.85,267.71,17,42.98,0,18,26400,56,1.38,0,0,0,0.0,32.8,1778.28,train
AMD-ZW-007768,2026-04-24,AMD-Z-13,Vasna,1936.75,843.46,391.43,253.9,38.76,86.08,323.12,17,41.11,1,19,29100,48,1.5,0,0,0,0.0,32.8,2139.93,train
AMD-ZW-007769,2026-04-24,AMD-Z-14,Shahibaug,5520.29,2250.57,1171.79,967.29,226.77,225.57,678.3,16,46.37,3,20,27300,62,2.16,0,0,0,0.0,32.8,5088.83,train
AMD-ZW-007770,2026-04-24,AMD-Z-15,Naranpura,1953.81,1254.21,257.67,132.78,17.67,40.25,251.22,17,42.96,2,17,28900,58,1.41,0,0,0,,32.8,1606.32,train
