composition_id,bin_id,zone_id,zone_name,timestamp,date,waste_stream,plastic_percentage,paper_percentage,metal_percentage,glass_percentage,organic_percentage,other_percentage,total_waste_kg,collection_id,composition_source,confidence,split
AMD-COMP-010923,AMD-BIN-0117,AMD-Z-06,Thaltej,2026-02-16 12:22:55,2026-02-16,Organic,5.5,2.8,0.58,3.19,85.61,2.32,52.16,AMD-COL-0051895,image_classifier,0.703,train
AMD-COMP-051618,AMD-BIN-0556,AMD-Z-31,Dariyapur,2026-02-16 12:22:56,2026-02-16,Mixed,10.74,1.11,1.62,0.05,73.78,12.7,49.8,AMD-COL-0242435,image_classifier,0.844,train
AMD-COMP-042711,AMD-BIN-0482,AMD-Z-27,CG Road,2026-02-16 12:23:42,2026-02-16,Organic,18.63,7.08,0.31,1.85,65.1,7.03,263.7,AMD-COL-0200212,manual_audit,0.888,train
AMD-COMP-044595,AMD-BIN-0500,AMD-Z-28,Relief Road,2026-02-16 12:24:01,2026-02-16,Mixed,10.09,4.31,0.05,4.35,62.38,18.82,418.01,AMD-COL-0208955,sensor_estimate,0.642,train
AMD-COMP-034009,AMD-BIN-0382,AMD-Z-21,Odhav,2026-02-16 12:24:11,2026-02-16,Mixed,26.54,16.56,8.78,0.29,28.18,19.65,242.99,AMD-COL-0159787,manual_audit,0.982,train
AMD-COMP-017716,AMD-BIN-0202,AMD-Z-11,Maninagar,2026-02-16 12:24:25,2026-02-16,Organic,1.46,2.3,0.05,0.05,96.09,0.05,409.14,AMD-COL-0083658,manual_audit,0.915,train
AMD-COMP-028915,AMD-BIN-0334,AMD-Z-19,Vastral,2026-02-16 12:25:09,2026-02-16,Mixed,6.44,8.13,3.34,0.74,76.35,5.0,23.73,AMD-COL-0136139,manual_audit,0.987,train
AMD-COMP-019648,AMD-BIN-0218,AMD-Z-12,Paldi,2026-02-16 12:25:31,2026-02-16,Dry,40.97,18.9,0.97,7.37,13.75,18.04,251.81,AMD-COL-0092648,image_classifier,0.752,train
AMD-COMP-025309,AMD-BIN-0289,AMD-Z-16,Memnagar,2026-02-16 12:27:05,2026-02-16,Mixed,6.05,9.43,1.31,0.71,69.05,13.45,259.77,AMD-COL-0119711,image_classifier,0.75,train
AMD-COMP-053940,AMD-BIN-0576,AMD-Z-32,Saraspur,2026-02-16 12:27:15,2026-02-16,Commercial,20.95,23.56,8.95,0.9,19.28,26.36,236.75,AMD-COL-0253315,image_classifier,0.877,train
AMD-COMP-024039,AMD-BIN-0273,AMD-Z-15,Naranpura,2026-02-16 12:27:45,2026-02-16,Dry,27.37,10.63,0.05,10.65,23.27,28.03,47.42,AMD-COL-0113720,image_classifier,0.751,train
AMD-COMP-005823,AMD-BIN-0065,AMD-Z-03,Satellite,2026-02-16 12:28:14,2026-02-16,Mixed,19.6,11.44,6.45,5.52,38.96,18.03,57.95,AMD-COL-0027776,image_classifier,0.829,train
AMD-COMP-023597,AMD-BIN-0268,AMD-Z-15,Naranpura,2026-02-16 12:28:21,2026-02-16,Organic,4.94,2.7,0.05,3.03,79.79,9.49,53.82,AMD-COL-0111506,manual_audit,0.905,train
AMD-COMP-028636,AMD-BIN-0330,AMD-Z-18,Nikol,2026-02-16 12:28:58,2026-02-16,Dry,16.54,32.39,0.96,0.05,22.5,27.56,232.24,AMD-COL-0134877,sensor_estimate,0.798,train
AMD-COMP-030053,AMD-BIN-0348,AMD-Z-19,Vastral,2026-02-16 12:29:24,2026-02-16,Organic,8.69,2.52,0.69,0.05,79.21,8.84,39.12,AMD-COL-0141329,image_classifier,0.79,train
AMD-COMP-010501,AMD-BIN-0113,AMD-Z-06,Thaltej,2026-02-16 12:29:28,2026-02-16,Mixed,10.95,12.48,1.78,2.79,66.16,5.84,28.13,AMD-COL-0049902,image_classifier,0.745,train
AMD-COMP-012386,AMD-BIN-0136,AMD-Z-07,Bopal,2026-02-16 12:30:08,2026-02-16,Organic,6.13,4.36,1.17,0.05,82.74,5.55,28.63,AMD-COL-0058823,image_classifier,0.882,train
AMD-COMP-018647,AMD-BIN-0210,AMD-Z-11,Maninagar,2026-02-16 12:30:24,2026-02-16,Organic,0.05,3.66,0.05,0.61,87.25,8.38,145.35,AMD-COL-0087822,image_classifier,0.909,train
AMD-COMP-027807,AMD-BIN-0320,AMD-Z-18,Nikol,2026-02-16 12:30:55,2026-02-16,Dry,34.06,22.41,1.4,0.68,19.04,22.41,161.73,AMD-COL-0130995,sensor_estimate,0.623,train
AMD-COMP-025856,AMD-BIN-0296,AMD-Z-16,Memnagar,2026-02-16 12:30:58,2026-02-16,Mixed,8.53,2.33,0.05,3.55,76.13,9.41,132.34,AMD-COL-0121937,sensor_estimate,0.721,train
AMD-COMP-007435,AMD-BIN-0079,AMD-Z-04,Bodakdev,2026-02-16 12:31:11,2026-02-16,Commercial,22.72,41.68,2.48,9.83,19.1,4.19,102.58,AMD-COL-0035562,sensor_estimate,0.715,train
AMD-COMP-053872,AMD-BIN-0575,AMD-Z-32,Saraspur,2026-02-16 12:32:22,2026-02-16,Recyclable,28.49,33.04,16.04,5.01,3.07,14.35,62.01,AMD-COL-0253035,manual_audit,0.897,train
AMD-COMP-012500,AMD-BIN-0137,AMD-Z-07,Bopal,2026-02-16 12:33:09,2026-02-16,Dry,27.81,20.8,3.81,13.13,18.12,16.33,101.85,AMD-COL-0059380,sensor_estimate,0.681,train
AMD-COMP-011391,AMD-BIN-0124,AMD-Z-07,Bopal,2026-02-16 12:33:15,2026-02-16,Organic,5.57,1.95,0.05,2.07,85.83,4.53,40.41,AMD-COL-0054113,manual_audit,0.929,train
AMD-COMP-017544,AMD-BIN-0200,AMD-Z-11,Maninagar,2026-02-16 12:33:57,2026-02-16,Mixed,3.94,10.44,0.06,1.33,71.58,12.65,386.01,AMD-COL-0082870,image_classifier,0.706,train
AMD-COMP-049128,AMD-BIN-0536,AMD-Z-30,Jamalpur,2026-02-16 12:34:07,2026-02-16,Organic,5.5,2.17,0.53,1.1,85.41,5.29,323.57,AMD-COL-0230441,sensor_estimate,0.774,train
AMD-COMP-032897,AMD-BIN-0372,AMD-Z-21,Odhav,2026-02-16 12:34:20,2026-02-16,Recyclable,28.83,10.84,25.14,15.46,7.05,12.68,632.64,AMD-COL-0154665,sensor_estimate,0.728,train
AMD-COMP-025226,AMD-BIN-0288,AMD-Z-16,Memnagar,2026-02-16 12:35:31,2026-02-16,Organic,1.77,5.0,5.84,2.72,79.12,5.55,102.5,AMD-COL-0119339,image_classifier,0.874,train
AMD-COMP-041936,AMD-BIN-0474,AMD-Z-27,CG Road,2026-02-16 12:35:44,2026-02-16,Mixed,19.39,19.06,5.82,8.2,36.36,11.17,201.13,AMD-COL-0196740,image_classifier,0.844,train
AMD-COMP-055783,AMD-BIN-0600,AMD-Z-33,Wadaj,2026-02-16 12:36:02,2026-02-16,Recyclable,36.93,26.98,1.95,5.8,11.51,16.83,73.48,AMD-COL-0262045,sensor_estimate,0.64,train
AMD-COMP-032741,AMD-BIN-0370,AMD-Z-21,Odhav,2026-02-16 12:36:18,2026-02-16,Dry,38.35,16.23,12.1,7.81,7.56,17.95,618.39,AMD-COL-0153898,sensor_estimate,0.796,train
AMD-COMP-011259,AMD-BIN-0122,AMD-Z-06,Thaltej,2026-02-16 12:36:23,2026-02-16,Dry,28.18,19.66,2.74,2.73,21.04,25.65,76.78,AMD-COL-0053473,image_classifier,0.779,train
AMD-COMP-054400,AMD-BIN-0581,AMD-Z-32,Saraspur,2026-02-16 12:37:27,2026-02-16,Commercial,27.34,12.47,9.03,3.66,27.17,20.33,272.87,AMD-COL-0255488,image_classifier,0.89,train
AMD-COMP-020231,AMD-BIN-0228,AMD-Z-12,Paldi,2026-02-16 12:38:09,2026-02-16,Organic,1.13,6.88,1.71,0.05,85.42,4.81,99.24,AMD-COL-0095431,image_classifier,0.73,train
AMD-COMP-015623,AMD-BIN-0179,AMD-Z-10,Motera,2026-02-16 12:38:27,2026-02-16,Mixed,7.18,10.18,1.45,0.34,69.45,11.4,74.28,AMD-COL-0073938,manual_audit,0.891,train
AMD-COMP-001217,AMD-BIN-0016,AMD-Z-01,Navrangpura,2026-02-16 12:38:50,2026-02-16,Organic,7.56,4.74,0.09,2.1,75.3,10.21,93.54,AMD-COL-0005813,image_classifier,0.717,train
AMD-COMP-051780,AMD-BIN-0557,AMD-Z-31,Dariyapur,2026-02-16 12:39:02,2026-02-16,Organic,2.33,4.24,1.73,0.05,89.05,2.6,313.45,AMD-COL-0243171,image_classifier,0.765,train
AMD-COMP-034621,AMD-BIN-0390,AMD-Z-22,Vatva,2026-02-16 12:39:19,2026-02-16,Commercial,19.09,16.45,12.35,10.61,27.59,13.91,169.35,AMD-COL-0162730,image_classifier,0.892,train
AMD-COMP-011549,AMD-BIN-0126,AMD-Z-07,Bopal,2026-02-16 12:39:20,2026-02-16,Dry,18.36,17.58,4.33,12.33,27.62,19.78,205.51,AMD-COL-0054851,image_classifier,0.711,train
AMD-COMP-027441,AMD-BIN-0316,AMD-Z-18,Nikol,2026-02-16 12:39:35,2026-02-16,Organic,4.2,5.39,1.12,0.6,85.68,3.01,49.26,AMD-COL-0129316,image_classifier,0.819,train
AMD-COMP-046765,AMD-BIN-0517,AMD-Z-29,Shahpur,2026-02-16 12:39:39,2026-02-16,Organic,4.12,4.22,1.35,1.65,85.17,3.49,501.76,AMD-COL-0219127,manual_audit,0.971,train
AMD-COMP-007095,AMD-BIN-0076,AMD-Z-04,Bodakdev,2026-02-16 12:40:01,2026-02-16,Recyclable,35.27,40.06,1.07,14.22,3.17,6.21,140.25,AMD-COL-0033910,manual_audit,0.919,train
AMD-COMP-029105,AMD-BIN-0336,AMD-Z-19,Vastral,2026-02-16 12:41:02,2026-02-16,Dry,27.24,22.27,7.84,5.39,13.16,24.1,120.56,AMD-COL-0137073,image_classifier,0.889,train
AMD-COMP-041215,AMD-BIN-0466,AMD-Z-26,Ashram Road,2026-02-16 12:41:58,2026-02-16,Mixed,19.68,32.82,0.05,4.98,34.15,8.32,236.42,AMD-COL-0193277,manual_audit,0.872,train
AMD-COMP-005487,AMD-BIN-0062,AMD-Z-03,Satellite,2026-02-16 12:42:03,2026-02-16,Dry,35.12,33.73,9.15,7.12,8.51,6.37,207.24,AMD-COL-0026101,manual_audit,0.951,train
AMD-COMP-032974,AMD-BIN-0373,AMD-Z-21,Odhav,2026-02-16 12:42:07,2026-02-16,Dry,17.35,21.9,11.48,13.06,6.36,29.85,126.39,AMD-COL-0155042,image_classifier,0.768,train
AMD-COMP-027262,AMD-BIN-0313,AMD-Z-17,Isanpur,2026-02-16 12:42:07,2026-02-16,Organic,3.76,5.27,2.71,0.41,81.3,6.55,90.59,AMD-COL-0128383,image_classifier,0.955,train
AMD-COMP-034209,AMD-BIN-0385,AMD-Z-21,Odhav,2026-02-16 12:42:31,2026-02-16,Recyclable,36.3,23.45,20.88,9.07,1.49,8.81,138.59,AMD-COL-0160706,image_classifier,0.939,train
AMD-COMP-020941,AMD-BIN-0238,AMD-Z-13,Vasna,2026-02-16 12:43:25,2026-02-16,Mixed,18.05,3.55,1.0,3.4,64.07,9.93,71.8,AMD-COL-0098750,sensor_estimate,0.781,train
AMD-COMP-024985,AMD-BIN-0286,AMD-Z-16,Memnagar,2026-02-16 12:43:58,2026-02-16,Organic,0.97,0.98,0.05,1.07,84.19,12.74,145.74,AMD-COL-0118239,image_classifier,0.788,train
AMD-COMP-000036,AMD-BIN-0001,AMD-Z-01,Navrangpura,2026-02-16 12:44:03,2026-02-16,Recyclable,32.64,38.62,10.26,8.83,1.86,7.79,77.14,AMD-COL-0000174,image_classifier,0.789,train
AMD-COMP-032238,AMD-BIN-0365,AMD-Z-20,Naroda,2026-02-16 12:44:12,2026-02-16,Mixed,16.02,10.2,15.92,8.78,31.51,17.57,179.72,AMD-COL-0151454,manual_audit,0.868,train
AMD-COMP-024748,AMD-BIN-0283,AMD-Z-16,Memnagar,2026-02-16 12:44:14,2026-02-16,Organic,2.58,6.1,3.22,1.95,77.89,8.26,113.96,AMD-COL-0117038,image_classifier,0.865,train
AMD-COMP-002779,AMD-BIN-0031,AMD-Z-02,Vastrapur,2026-02-16 12:44:41,2026-02-16,Commercial,36.28,14.48,3.96,2.14,22.65,20.49,85.5,AMD-COL-0013294,sensor_estimate,0.605,train
AMD-COMP-046096,AMD-BIN-0512,AMD-Z-28,Relief Road,2026-02-16 12:45:10,2026-02-16,Mixed,0.21,5.58,0.1,9.19,77.34,7.58,269.95,AMD-COL-0215981,manual_audit,0.929,train
AMD-COMP-026573,AMD-BIN-0305,AMD-Z-17,Isanpur,2026-02-16 12:45:19,2026-02-16,Commercial,31.82,13.22,0.76,2.27,43.98,7.95,165.62,AMD-COL-0125168,sensor_estimate,0.732,train
AMD-COMP-047323,AMD-BIN-0522,AMD-Z-29,Shahpur,2026-02-16 12:45:34,2026-02-16,Organic,1.52,0.96,0.05,0.3,95.26,1.91,49.75,AMD-COL-0221755,manual_audit,0.973,train
AMD-COMP-001122,AMD-BIN-0015,AMD-Z-01,Navrangpura,2026-02-16 12:45:43,2026-02-16,Dry,27.73,43.76,4.5,3.49,7.7,12.82,437.48,AMD-COL-0005427,image_classifier,0.874,train
AMD-COMP-008313,AMD-BIN-0088,AMD-Z-05,Prahlad Nagar,2026-02-16 12:45:59,2026-02-16,Mixed,21.73,15.45,5.98,2.9,43.28,10.66,490.15,AMD-COL-0039617,manual_audit,0.872,train
AMD-COMP-005600,AMD-BIN-0063,AMD-Z-03,Satellite,2026-02-16 12:46:26,2026-02-16,Recyclable,29.04,44.32,14.95,4.44,3.2,4.05,215.86,AMD-COL-0026647,sensor_estimate,0.735,train
AMD-COMP-009131,AMD-BIN-0096,AMD-Z-05,Prahlad Nagar,2026-02-16 12:46:33,2026-02-16,Mixed,24.53,14.72,8.89,8.37,32.13,11.36,517.55,AMD-COL-0043540,image_classifier,0.924,train
AMD-COMP-054570,AMD-BIN-0584,AMD-Z-32,Saraspur,2026-02-16 12:47:13,2026-02-16,Recyclable,27.71,30.53,18.61,6.78,6.26,10.11,286.84,AMD-COL-0256423,image_classifier,0.788,train
AMD-COMP-013329,AMD-BIN-0146,AMD-Z-08,Gota,2026-02-16 12:47:57,2026-02-16,Organic,2.18,0.05,4.37,1.27,86.92,5.21,78.16,AMD-COL-0063119,manual_audit,0.871,train
AMD-COMP-053342,AMD-BIN-0570,AMD-Z-32,Saraspur,2026-02-16 12:49:12,2026-02-16,Recyclable,29.38,25.59,18.7,11.48,3.16,11.69,243.93,AMD-COL-0250544,image_classifier,0.855,train
AMD-COMP-043346,AMD-BIN-0489,AMD-Z-27,CG Road,2026-02-16 12:50:54,2026-02-16,Dry,31.9,37.02,15.31,3.97,3.29,8.51,137.98,AMD-COL-0203073,image_classifier,0.929,train
AMD-COMP-032658,AMD-BIN-0369,AMD-Z-20,Naroda,2026-02-16 12:51:41,2026-02-16,Mixed,22.48,7.85,14.13,6.27,30.55,18.72,58.32,AMD-COL-0153524,image_classifier,0.845,train
AMD-COMP-010328,AMD-BIN-0110,AMD-Z-06,Thaltej,2026-02-16 13:07:57,2026-02-16,Organic,8.64,3.94,0.05,0.05,79.42,7.9,112.27,AMD-COL-0049116,sensor_estimate,0.601,train
AMD-COMP-020556,AMD-BIN-0233,AMD-Z-13,Vasna,2026-02-16 14:19:59,2026-02-16,Mixed,18.35,7.67,1.35,2.17,55.18,15.28,14.25,AMD-COL-0097068,image_classifier,0.874,train
AMD-COMP-049506,AMD-BIN-0539,AMD-Z-30,Jamalpur,2026-02-16 14:41:07,2026-02-16,Mixed,9.73,0.05,3.04,9.37,69.55,8.26,1096.05,AMD-COL-0232272,image_classifier,0.819,train
AMD-COMP-020442,AMD-BIN-0232,AMD-Z-12,Paldi,2026-02-16 18:11:03,2026-02-16,Mixed,7.95,10.38,3.46,2.86,61.76,13.59,133.71,AMD-COL-0096535,sensor_estimate,0.686,train
AMD-COMP-021795,AMD-BIN-0248,AMD-Z-13,Vasna,2026-02-16 18:14:54,2026-02-16,Mixed,16.92,7.36,7.2,1.83,56.36,10.33,154.66,AMD-COL-0102822,image_classifier,0.824,train
AMD-COMP-005126,AMD-BIN-0057,AMD-Z-03,Satellite,2026-02-16 18:35:15,2026-02-16,Organic,10.93,10.52,0.31,4.08,64.9,9.26,650.05,AMD-COL-0024351,image_classifier,0.849,train
AMD-COMP-019377,AMD-BIN-0216,AMD-Z-12,Paldi,2026-02-17 00:04:52,2026-02-17,Mixed,24.25,0.79,0.38,0.05,66.17,8.36,17.57,AMD-COL-0091358,image_classifier,0.959,train
AMD-COMP-027650,AMD-BIN-0318,AMD-Z-18,Nikol,2026-02-17 00:05:11,2026-02-17,Mixed,7.0,12.33,0.2,4.94,64.93,10.6,59.75,AMD-COL-0130228,sensor_estimate,0.811,train
AMD-COMP-039031,AMD-BIN-0443,AMD-Z-25,Ellis Bridge,2026-02-17 00:06:33,2026-02-17,Commercial,32.2,24.77,5.93,5.84,19.13,12.13,585.02,AMD-COL-0182780,image_classifier,0.951,train
AMD-COMP-040246,AMD-BIN-0457,AMD-Z-26,Ashram Road,2026-02-17 00:06:50,2026-02-17,Dry,28.36,38.55,8.77,6.39,3.81,14.12,440.99,AMD-COL-0188776,manual_audit,0.971,train
AMD-COMP-029451,AMD-BIN-0341,AMD-Z-19,Vastral,2026-02-17 00:08:12,2026-02-17,Mixed,15.1,14.25,0.23,4.25,55.42,10.75,59.18,AMD-COL-0138744,sensor_estimate,0.625,train
AMD-COMP-046892,AMD-BIN-0518,AMD-Z-29,Shahpur,2026-02-17 00:09:07,2026-02-17,Organic,4.02,8.49,0.69,1.69,85.06,0.05,387.13,AMD-COL-0219666,image_classifier,0.701,train
AMD-COMP-032239,AMD-BIN-0365,AMD-Z-20,Naroda,2026-02-17 00:10:51,2026-02-17,Mixed,13.15,15.53,16.77,3.25,32.57,18.73,168.4,AMD-COL-0151455,image_classifier,0.853,train
AMD-COMP-025711,AMD-BIN-0295,AMD-Z-16,Memnagar,2026-02-17 00:12:28,2026-02-17,Mixed,16.22,17.08,3.33,0.87,48.3,14.2,76.71,AMD-COL-0121367,image_classifier,0.817,train
AMD-COMP-043457,AMD-BIN-0490,AMD-Z-27,CG Road,2026-02-17 00:17:42,2026-02-17,Mixed,27.82,20.41,2.51,4.96,38.18,6.12,963.45,AMD-COL-0203639,sensor_estimate,0.819,train
AMD-COMP-036184,AMD-BIN-0406,AMD-Z-22,Vatva,2026-02-17 00:18:36,2026-02-17,Mixed,16.63,16.72,14.83,7.1,29.14,15.58,499.24,AMD-COL-0170069,image_classifier,0.943,train
AMD-COMP-012056,AMD-BIN-0132,AMD-Z-07,Bopal,2026-02-17 00:20:13,2026-02-17,Mixed,8.24,4.9,3.65,2.91,60.21,20.09,13.53,AMD-COL-0057203,manual_audit,0.916,train
AMD-COMP-031316,AMD-BIN-0359,AMD-Z-20,Naroda,2026-02-17 00:21:37,2026-02-17,Mixed,19.36,16.27,10.22,14.54,21.83,17.78,247.9,AMD-COL-0147352,image_classifier,0.89,train
AMD-COMP-051307,AMD-BIN-0554,AMD-Z-31,Dariyapur,2026-02-17 00:22:30,2026-02-17,Mixed,7.91,8.77,3.09,4.84,69.95,5.44,545.94,AMD-COL-0240973,image_classifier,0.817,train
AMD-COMP-019231,AMD-BIN-0215,AMD-Z-11,Maninagar,2026-02-17 00:23:06,2026-02-17,Mixed,12.14,7.74,0.05,0.6,65.18,14.29,361.59,AMD-COL-0090636,sensor_estimate,0.617,train
AMD-COMP-040493,AMD-BIN-0459,AMD-Z-26,Ashram Road,2026-02-17 00:24:52,2026-02-17,Mixed,35.51,18.38,2.92,3.83,29.12,10.24,93.26,AMD-COL-0189911,image_classifier,0.947,train
AMD-COMP-034622,AMD-BIN-0390,AMD-Z-22,Vatva,2026-02-17 00:27:09,2026-02-17,Commercial,34.39,20.05,12.68,6.87,13.3,12.71,199.63,AMD-COL-0162731,manual_audit,0.898,train
AMD-COMP-010924,AMD-BIN-0117,AMD-Z-06,Thaltej,2026-02-17 00:28:55,2026-02-17,Organic,0.95,4.64,2.34,2.23,86.91,2.93,56.57,AMD-COL-0051896,sensor_estimate,0.75,train
AMD-COMP-044731,AMD-BIN-0501,AMD-Z-28,Relief Road,2026-02-17 00:31:24,2026-02-17,Commercial,9.91,13.77,5.9,3.82,59.54,7.06,216.14,AMD-COL-0209683,image_classifier,0.783,train
AMD-COMP-006377,AMD-BIN-0070,AMD-Z-04,Bodakdev,2026-02-17 00:34:29,2026-02-17,Dry,28.12,38.55,5.32,5.97,4.07,17.97,95.72,AMD-COL-0030409,sensor_estimate,0.666,train
AMD-COMP-043616,AMD-BIN-0491,AMD-Z-27,CG Road,2026-02-17 00:34:58,2026-02-17,Dry,32.61,40.24,2.06,5.38,7.43,12.28,485.15,AMD-COL-0204391,manual_audit,0.871,train
AMD-COMP-044382,AMD-BIN-0498,AMD-Z-28,Relief Road,2026-02-17 00:36:32,2026-02-17,Mixed,8.39,4.06,3.02,4.59,68.16,11.78,84.33,AMD-COL-0207836,manual_audit,0.878,train
AMD-COMP-047602,AMD-BIN-0524,AMD-Z-29,Shahpur,2026-02-17 00:36:57,2026-02-17,Organic,2.92,2.42,0.05,2.92,88.45,3.24,776.28,AMD-COL-0223041,image_classifier,0.789,train
AMD-COMP-002113,AMD-BIN-0023,AMD-Z-01,Navrangpura,2026-02-17 00:37:21,2026-02-17,Dry,27.05,51.92,7.35,2.24,3.07,8.37,99.59,AMD-COL-0010005,image_classifier,0.931,train
AMD-COMP-022935,AMD-BIN-0261,AMD-Z-14,Shahibaug,2026-02-17 00:38:58,2026-02-17,Commercial,18.28,17.16,1.25,4.61,44.64,14.06,213.43,AMD-COL-0108368,image_classifier,0.933,train
AMD-COMP-046258,AMD-BIN-0513,AMD-Z-28,Relief Road,2026-02-17 00:39:00,2026-02-17,Organic,2.84,1.08,4.97,0.05,85.27,5.79,170.43,AMD-COL-0216714,image_classifier,0.74,train
AMD-COMP-030957,AMD-BIN-0356,AMD-Z-20,Naroda,2026-02-17 00:41:13,2026-02-17,Mixed,17.03,21.78,11.6,3.85,31.01,14.73,72.02,AMD-COL-0145499,manual_audit,0.915,train
AMD-COMP-001331,AMD-BIN-0017,AMD-Z-01,Navrangpura,2026-02-17 00:43:21,2026-02-17,Mixed,21.76,24.85,0.05,6.17,44.07,3.1,548.67,AMD-COL-0006363,manual_audit,0.954,train
AMD-COMP-035301,AMD-BIN-0396,AMD-Z-22,Vatva,2026-02-17 00:44:19,2026-02-17,Commercial,23.5,14.59,18.22,6.08,11.41,26.2,127.49,AMD-COL-0165846,manual_audit,0.925,train
AMD-COMP-010605,AMD-BIN-0114,AMD-Z-06,Thaltej,2026-02-17 00:44:32,2026-02-17,Organic,9.17,1.77,0.05,0.05,77.17,11.79,95.02,AMD-COL-0050429,image_classifier,0.718,train
AMD-COMP-052917,AMD-BIN-0567,AMD-Z-31,Dariyapur,2026-02-17 00:46:30,2026-02-17,Organic,7.97,1.99,0.05,0.05,85.13,4.81,183.01,AMD-COL-0248543,image_classifier,0.855,train
AMD-COMP-023598,AMD-BIN-0268,AMD-Z-15,Naranpura,2026-02-17 00:49:00,2026-02-17,Organic,2.53,0.36,0.05,2.9,92.04,2.12,82.72,AMD-COL-0111507,image_classifier,0.815,train
AMD-COMP-048297,AMD-BIN-0530,AMD-Z-29,Shahpur,2026-02-17 01:50:51,2026-02-17,Organic,7.01,6.54,0.34,2.13,82.24,1.74,113.93,AMD-COL-0226384,sensor_estimate,0.586,train
AMD-COMP-046097,AMD-BIN-0512,AMD-Z-28,Relief Road,2026-02-17 01:52:40,2026-02-17,Mixed,10.57,9.05,1.47,6.14,61.77,11.0,258.14,AMD-COL-0215982,sensor_estimate,0.757,train
AMD-COMP-033400,AMD-BIN-0378,AMD-Z-21,Odhav,2026-02-17 03:01:09,2026-02-17,Mixed,13.88,16.32,20.74,4.05,29.44,15.57,226.55,AMD-COL-0157040,image_classifier,0.763,train
AMD-COMP-005709,AMD-BIN-0064,AMD-Z-03,Satellite,2026-02-17 06:14:17,2026-02-17,Dry,40.45,27.72,9.56,7.49,5.13,9.65,440.97,AMD-COL-0027226,image_classifier,0.846,train
AMD-COMP-020015,AMD-BIN-0225,AMD-Z-12,Paldi,2026-02-17 12:04:16,2026-02-17,Organic,4.53,3.18,0.05,1.3,85.68,5.26,82.51,AMD-COL-0094415,image_classifier,0.841,train
AMD-COMP-054478,AMD-BIN-0582,AMD-Z-32,Saraspur,2026-02-17 12:04:51,2026-02-17,Dry,27.48,33.44,15.83,5.66,1.7,15.89,135.62,AMD-COL-0255860,manual_audit,0.922,train
AMD-COMP-034210,AMD-BIN-0385,AMD-Z-21,Odhav,2026-02-17 12:05:00,2026-02-17,Recyclable,28.89,33.15,15.84,11.76,2.59,7.77,145.97,AMD-COL-0160707,sensor_estimate,0.598,train
AMD-COMP-026967,AMD-BIN-0310,AMD-Z-17,Isanpur,2026-02-17 12:05:24,2026-02-17,Mixed,12.42,10.29,2.86,4.91,56.65,12.87,65.66,AMD-COL-0127011,image_classifier,0.935,train
AMD-COMP-026751,AMD-BIN-0307,AMD-Z-17,Isanpur,2026-02-17 12:05:27,2026-02-17,Mixed,12.77,12.99,1.3,12.13,54.28,6.53,667.99,AMD-COL-0125977,sensor_estimate,0.78,train
AMD-COMP-013536,AMD-BIN-0148,AMD-Z-08,Gota,2026-02-17 12:05:29,2026-02-17,Organic,8.17,3.61,1.93,0.05,71.21,15.03,121.14,AMD-COL-0064122,sensor_estimate,0.783,train
AMD-COMP-032742,AMD-BIN-0370,AMD-Z-21,Odhav,2026-02-17 12:05:41,2026-02-17,Dry,19.81,20.09,24.29,9.82,5.02,20.97,681.32,AMD-COL-0153899,image_classifier,0.877,train
AMD-COMP-020304,AMD-BIN-0229,AMD-Z-12,Paldi,2026-02-17 12:06:09,2026-02-17,Mixed,10.05,14.7,0.05,1.25,61.26,12.69,77.13,AMD-COL-0095802,manual_audit,0.91,train
AMD-COMP-022242,AMD-BIN-0254,AMD-Z-14,Shahibaug,2026-02-17 12:06:16,2026-02-17,Recyclable,41.46,33.91,8.53,6.96,2.99,6.15,291.66,AMD-COL-0105041,manual_audit,0.898,train
AMD-COMP-040053,AMD-BIN-0455,AMD-Z-26,Ashram Road,2026-02-17 12:07:16,2026-02-17,Recyclable,24.0,42.49,10.32,8.93,2.68,11.58,803.01,AMD-COL-0187835,image_classifier,0.735,train
AMD-COMP-037733,AMD-BIN-0428,AMD-Z-24,Sabarmati,2026-02-17 12:08:08,2026-02-17,Mixed,17.65,4.36,3.52,0.05,63.34,11.08,59.59,AMD-COL-0176943,image_classifier,0.883,train
AMD-COMP-046418,AMD-BIN-0514,AMD-Z-28,Relief Road,2026-02-17 12:08:51,2026-02-17,Organic,1.84,3.83,0.21,0.62,86.5,7.0,74.63,AMD-COL-0217436,sensor_estimate,0.608,train
AMD-COMP-042849,AMD-BIN-0483,AMD-Z-27,CG Road,2026-02-17 12:09:33,2026-02-17,Mixed,21.86,25.05,4.5,1.09,35.32,12.18,394.94,AMD-COL-0200800,image_classifier,0.701,train
AMD-COMP-042011,AMD-BIN-0475,AMD-Z-27,CG Road,2026-02-17 12:09:45,2026-02-17,Mixed,16.58,23.36,8.59,5.91,35.24,10.32,336.15,AMD-COL-0197052,manual_audit,0.872,train
AMD-COMP-003926,AMD-BIN-0046,AMD-Z-03,Satellite,2026-02-17 12:09:51,2026-02-17,Recyclable,31.71,48.92,1.25,12.29,0.35,5.48,57.71,AMD-COL-0018644,image_classifier,0.784,train
AMD-COMP-003381,AMD-BIN-0040,AMD-Z-02,Vastrapur,2026-02-17 12:10:09,2026-02-17,Mixed,21.35,13.48,0.73,6.81,47.73,9.9,183.28,AMD-COL-0016066,sensor_estimate,0.724,train
