bin_id,zone_id,zone_name,latitude,longitude,ward,bin_type,capacity_kg,capacity_liters,waste_stream,installation_date,collection_frequency,nearby_landmark,population_density,commercial_density,residential_density,market_area,sensitive_location,data_type
AMD-BIN-0278,AMD-Z-15,Naranpura,23.059159,72.552474,Naranpura Ward,Twin Bin Set,50,230,Recyclable,2019-02-17,alternate_day,Naranpura Garden,27595,69,87,0,0,synthetic
AMD-BIN-0279,AMD-Z-15,Naranpura,23.056616,72.557694,Naranpura Ward,Community Bin,100,250,Mixed,2022-07-19,daily,Naranpura Garden,33613,56,94,0,0,synthetic
AMD-BIN-0280,AMD-Z-15,Naranpura,23.058074,72.560771,Naranpura Ward,Twin Bin Set,50,120,Mixed,2023-06-14,daily,Naranpura Garden,28558,52,89,0,0,synthetic
AMD-BIN-0281,AMD-Z-15,Naranpura,23.053752,72.561378,Naranpura Ward,Community Bin,500,1250,Mixed,2023-10-31,daily,Naranpura Cross Road,26398,57,86,0,0,synthetic
AMD-BIN-0282,AMD-Z-15,Naranpura,23.058719,72.557356,Naranpura Ward,Skip Container,500,2000,Dry,2023-12-20,daily,Akhbar Nagar Circle,29570,65,83,0,1,synthetic
AMD-BIN-0283,AMD-Z-16,Memnagar,23.05587,72.54689,Memnagar Ward,Twin Bin Set,150,270,Organic,2021-05-29,alternate_day,Memnagar Gam Chowk,22703,58,81,0,0,synthetic
AMD-BIN-0284,AMD-Z-16,Memnagar,23.055547,72.541188,Memnagar Ward,Community Bin,150,380,Mixed,2022-12-22,alternate_day,Helmet Circle,26729,64,66,0,0,synthetic
AMD-BIN-0285,AMD-Z-16,Memnagar,23.054967,72.540093,Memnagar Ward,Twin Bin Set,150,380,Mixed,2021-08-05,twice_daily,Nirnay Nagar Road,26654,46,85,0,0,synthetic
AMD-BIN-0286,AMD-Z-16,Memnagar,23.060854,72.541223,Memnagar Ward,Community Bin,150,270,Organic,2021-09-23,daily,Ankur Cross Road,24727,48,82,0,0,synthetic
AMD-BIN-0287,AMD-Z-16,Memnagar,23.059898,72.541855,Memnagar Ward,Twin Bin Set,240,440,Organic,2023-04-19,twice_daily,Helmet Circle,26304,57,66,0,0,synthetic
AMD-BIN-0288,AMD-Z-16,Memnagar,23.056782,72.546118,Memnagar Ward,Twin Bin Set,240,440,Organic,2020-08-17,daily,Ankur Cross Road,27410,49,80,0,0,synthetic
AMD-BIN-0289,AMD-Z-16,Memnagar,23.061733,72.546713,Memnagar Ward,Twin Bin Set,240,600,Mixed,2021-04-20,daily,Memnagar Fire Station,28323,64,74,0,0,synthetic
AMD-BIN-0290,AMD-Z-16,Memnagar,23.053843,72.543912,Memnagar Ward,Community Bin,240,690,Commercial,2023-03-29,alternate_day,Helmet Circle,24782,63,90,0,0,synthetic
AMD-BIN-0291,AMD-Z-16,Memnagar,23.057471,72.541199,Memnagar Ward,Skip Container,240,600,Mixed,2022-06-16,alternate_day,Memnagar Gam Chowk,29633,55,85,0,0,synthetic
AMD-BIN-0292,AMD-Z-16,Memnagar,23.051965,72.551231,Memnagar Ward,Twin Bin Set,150,270,Organic,2024-11-30,daily,Memnagar Gam Chowk,22560,53,85,0,0,synthetic
AMD-BIN-0293,AMD-Z-16,Memnagar,23.058769,72.544172,Memnagar Ward,Skip Container,240,960,Dry,2023-07-31,alternate_day,Ankur Cross Road,28292,49,88,0,0,synthetic
AMD-BIN-0294,AMD-Z-16,Memnagar,23.059256,72.547513,Memnagar Ward,Underground Bin,500,1250,Mixed,2019-06-12,alternate_day,Ankur Cross Road,29031,54,84,0,1,synthetic
AMD-BIN-0295,AMD-Z-16,Memnagar,23.055428,72.544275,Memnagar Ward,Litter Bin,150,380,Mixed,2024-12-07,twice_daily,Helmet Circle,26524,56,80,0,0,synthetic
AMD-BIN-0296,AMD-Z-16,Memnagar,23.057488,72.545844,Memnagar Ward,Litter Bin,150,380,Mixed,2024-09-25,daily,Helmet Circle,28531,51,75,0,0,synthetic
AMD-BIN-0297,AMD-Z-16,Memnagar,23.060339,72.548122,Memnagar Ward,Community Bin,240,960,Dry,2019-09-10,alternate_day,Ankur Cross Road,24027,50,83,0,0,synthetic
AMD-BIN-0298,AMD-Z-16,Memnagar,23.057432,72.539533,Memnagar Ward,Skip Container,240,600,Mixed,2020-02-03,alternate_day,Memnagar Fire Station,25992,55,94,0,0,synthetic
AMD-BIN-0299,AMD-Z-17,Isanpur,22.980816,72.604064,Isanpur Ward,Twin Bin Set,100,250,Mixed,2019-02-22,twice_daily,Isanpur Lake,33478,50,95,0,0,synthetic
AMD-BIN-0300,AMD-Z-17,Isanpur,22.977319,72.607799,Isanpur Ward,Twin Bin Set,150,270,Organic,2025-01-23,daily,Isanpur Bus Stand,30682,44,79,1,0,synthetic
AMD-BIN-0301,AMD-Z-17,Isanpur,22.97902,72.608441,Isanpur Ward,Twin Bin Set,100,180,Organic,2019-09-15,daily,Ghodasar Circle,32227,50,91,0,0,synthetic
AMD-BIN-0302,AMD-Z-17,Isanpur,22.977064,72.611128,Isanpur Ward,Twin Bin Set,150,600,Dry,2019-12-03,daily,Ghodasar Circle,32740,39,82,0,0,synthetic
AMD-BIN-0303,AMD-Z-17,Isanpur,22.974497,72.611313,Isanpur Ward,Litter Bin,150,380,Mixed,2021-04-03,daily,Isanpur Lake,33534,47,85,0,0,synthetic
AMD-BIN-0304,AMD-Z-17,Isanpur,22.973083,72.605538,Isanpur Ward,Twin Bin Set,150,600,Dry,2021-11-30,daily,Narol Road Junction,35432,40,79,0,0,synthetic
AMD-BIN-0305,AMD-Z-17,Isanpur,22.979498,72.60908,Isanpur Ward,Twin Bin Set,240,690,Commercial,2020-06-23,alternate_day,Narol Road Junction,27852,36,95,0,1,synthetic
AMD-BIN-0306,AMD-Z-17,Isanpur,22.973608,72.605319,Isanpur Ward,Litter Bin,150,430,Commercial,2024-11-11,daily,Isanpur Cross Road,34121,46,83,0,0,synthetic
AMD-BIN-0307,AMD-Z-17,Isanpur,22.977021,72.605662,Isanpur Ward,Skip Container,500,1250,Mixed,2024-03-06,twice_daily,Narol Road Junction,29001,42,78,0,0,synthetic
AMD-BIN-0308,AMD-Z-17,Isanpur,22.974788,72.611902,Isanpur Ward,Twin Bin Set,50,90,Organic,2024-01-24,alternate_day,Narol Road Junction,34745,41,86,0,0,synthetic
AMD-BIN-0309,AMD-Z-17,Isanpur,22.978716,72.605506,Isanpur Ward,Skip Container,500,1250,Mixed,2020-01-29,daily,Isanpur Cross Road,29934,36,89,0,0,synthetic
AMD-BIN-0310,AMD-Z-17,Isanpur,22.980511,72.609434,Isanpur Ward,Community Bin,150,380,Mixed,2021-06-11,alternate_day,Isanpur Bus Stand,26245,50,96,0,0,synthetic
AMD-BIN-0311,AMD-Z-17,Isanpur,22.977163,72.614595,Isanpur Ward,Skip Container,240,440,Organic,2023-05-20,twice_daily,Narol Road Junction,34023,47,85,0,0,synthetic
AMD-BIN-0312,AMD-Z-17,Isanpur,22.976317,72.607843,Isanpur Ward,Twin Bin Set,240,600,Mixed,2021-03-17,daily,Isanpur Lake,29291,43,92,0,0,synthetic
AMD-BIN-0313,AMD-Z-17,Isanpur,22.977899,72.611515,Isanpur Ward,Twin Bin Set,150,270,Organic,2020-12-19,daily,Isanpur Bus Stand,31079,39,92,0,0,synthetic
AMD-BIN-0314,AMD-Z-17,Isanpur,22.979095,72.609149,Isanpur Ward,Litter Bin,150,600,Dry,2019-01-25,alternate_day,Isanpur Lake,29755,35,87,0,0,synthetic
AMD-BIN-0315,AMD-Z-18,Nikol,23.045597,72.663872,Nikol Ward,Litter Bin,150,600,Dry,2025-01-09,daily,Bapunagar Link Road,34006,51,90,0,0,synthetic
AMD-BIN-0316,AMD-Z-18,Nikol,23.047898,72.670804,Nikol Ward,Community Bin,150,270,Organic,2022-04-07,daily,Nikol Lake Garden,36390,52,97,0,1,synthetic
AMD-BIN-0317,AMD-Z-18,Nikol,23.04648,72.663876,Nikol Ward,Twin Bin Set,500,910,Organic,2020-05-02,daily,Haridarshan Circle,36308,47,89,0,1,synthetic
AMD-BIN-0318,AMD-Z-18,Nikol,23.047055,72.666529,Nikol Ward,Litter Bin,150,380,Mixed,2020-07-09,twice_daily,Bapunagar Link Road,34046,47,85,0,0,synthetic
AMD-BIN-0319,AMD-Z-18,Nikol,23.04388,72.663846,Nikol Ward,Twin Bin Set,150,270,Organic,2022-11-24,alternate_day,Nikol Gam Chowk,36432,37,94,0,0,synthetic
AMD-BIN-0320,AMD-Z-18,Nikol,23.044179,72.663725,Nikol Ward,Twin Bin Set,240,960,Dry,2021-04-18,daily,Bapunagar Link Road,36962,39,92,0,0,synthetic
AMD-BIN-0321,AMD-Z-18,Nikol,23.045267,72.661968,Nikol Ward,Twin Bin Set,240,960,Dry,2021-01-19,daily,Nikol Gam Chowk,35768,55,96,0,0,synthetic
AMD-BIN-0322,AMD-Z-18,Nikol,23.049561,72.663129,Nikol Ward,Twin Bin Set,150,680,Recyclable,2025-06-28,twice_daily,Nikol Gam Chowk,33221,50,79,0,0,synthetic
AMD-BIN-0323,AMD-Z-18,Nikol,23.048356,72.663777,Nikol Ward,Twin Bin Set,240,960,Dry,2024-10-02,alternate_day,Bapunagar Link Road,34804,47,75,0,0,synthetic
AMD-BIN-0324,AMD-Z-18,Nikol,23.044336,72.666279,Nikol Ward,Community Bin,240,600,Mixed,2024-05-26,daily,Nikol Ring Road Junction,40009,43,85,1,0,synthetic
AMD-BIN-0325,AMD-Z-18,Nikol,23.045283,72.658441,Nikol Ward,Community Bin,100,400,Dry,2025-04-22,daily,Nikol Lake Garden,30740,51,83,0,0,synthetic
AMD-BIN-0326,AMD-Z-18,Nikol,23.044772,72.665154,Nikol Ward,Community Bin,240,440,Organic,2021-08-16,alternate_day,Bapunagar Link Road,37925,42,97,0,0,synthetic
AMD-BIN-0327,AMD-Z-18,Nikol,23.042319,72.658905,Nikol Ward,Litter Bin,150,600,Dry,2019-12-22,alternate_day,Nikol Lake Garden,32631,48,90,0,0,synthetic
AMD-BIN-0328,AMD-Z-18,Nikol,23.050063,72.667443,Nikol Ward,Community Bin,500,1250,Mixed,2022-07-22,daily,Nikol Lake Garden,33571,51,90,0,0,synthetic
AMD-BIN-0329,AMD-Z-18,Nikol,23.050504,72.661816,Nikol Ward,Skip Container,500,910,Organic,2023-12-25,twice_daily,Nikol Ring Road Junction,29981,55,96,0,1,synthetic
AMD-BIN-0330,AMD-Z-18,Nikol,23.050649,72.660673,Nikol Ward,Underground Bin,500,2000,Dry,2022-10-15,daily,Haridarshan Circle,33210,67,94,0,0,synthetic
AMD-BIN-0331,AMD-Z-18,Nikol,23.04955,72.662986,Nikol Ward,Community Bin,240,440,Organic,2019-10-01,alternate_day,Nikol Lake Garden,35008,48,80,0,0,synthetic
AMD-BIN-0332,AMD-Z-18,Nikol,23.042679,72.667041,Nikol Ward,Underground Bin,500,1250,Mixed,2019-09-10,alternate_day,Nikol Ring Road Junction,32365,56,91,0,1,synthetic
AMD-BIN-0333,AMD-Z-19,Vastral,23.004556,72.66232,Vastral Ward,Twin Bin Set,500,1250,Mixed,2021-03-17,daily,Vastral Ring Road,33536,49,70,0,0,synthetic
AMD-BIN-0334,AMD-Z-19,Vastral,23.011375,72.658669,Vastral Ward,Twin Bin Set,150,380,Mixed,2020-02-01,twice_daily,Vastral Lake,34646,42,97,0,0,synthetic
AMD-BIN-0335,AMD-Z-19,Vastral,23.004686,72.659502,Vastral Ward,Litter Bin,150,380,Mixed,2020-04-15,daily,Vastral Metro Station,36562,49,86,0,0,synthetic
AMD-BIN-0336,AMD-Z-19,Vastral,23.01301,72.656326,Vastral Ward,Litter Bin,100,400,Dry,2020-12-22,daily,Odhav Link Road,29255,40,97,0,1,synthetic
AMD-BIN-0337,AMD-Z-19,Vastral,23.007175,72.66026,Vastral Ward,Litter Bin,150,600,Dry,2019-02-28,daily,Vastral Lake,32354,47,88,0,0,synthetic
AMD-BIN-0338,AMD-Z-19,Vastral,23.009704,72.660566,Vastral Ward,Twin Bin Set,240,600,Mixed,2025-07-02,daily,Vastral Lake,31149,51,100,0,0,synthetic
AMD-BIN-0339,AMD-Z-19,Vastral,23.012551,72.655446,Vastral Ward,Community Bin,500,2270,Recyclable,2019-03-06,alternate_day,Vastral Ring Road,30289,49,80,0,1,synthetic
AMD-BIN-0340,AMD-Z-19,Vastral,23.010371,72.65975,Vastral Ward,Litter Bin,100,250,Mixed,2022-04-21,alternate_day,Vastral Ring Road,33900,36,92,0,0,synthetic
AMD-BIN-0341,AMD-Z-19,Vastral,23.013822,72.666188,Vastral Ward,Litter Bin,150,380,Mixed,2019-03-27,twice_daily,Vastral Lake,30599,49,93,0,0,synthetic
AMD-BIN-0342,AMD-Z-19,Vastral,23.011998,72.65896,Vastral Ward,Community Bin,150,380,Mixed,2025-01-10,daily,Vastral Lake,32646,51,92,0,0,synthetic
AMD-BIN-0343,AMD-Z-19,Vastral,23.002662,72.654794,Vastral Ward,Community Bin,100,180,Organic,2023-11-03,daily,Vastral Lake,31575,48,85,0,0,synthetic
AMD-BIN-0344,AMD-Z-19,Vastral,23.012044,72.657948,Vastral Ward,Community Bin,500,910,Organic,2023-02-27,daily,Vastral Lake,34350,51,90,0,0,synthetic
AMD-BIN-0345,AMD-Z-19,Vastral,23.007312,72.667468,Vastral Ward,Litter Bin,150,270,Organic,2021-08-16,daily,Vastral Metro Station,30449,60,96,0,0,synthetic
AMD-BIN-0346,AMD-Z-19,Vastral,23.005401,72.653738,Vastral Ward,Community Bin,240,600,Mixed,2022-02-07,daily,Vastral Lake,33525,53,90,0,1,synthetic
AMD-BIN-0347,AMD-Z-19,Vastral,23.014942,72.661891,Vastral Ward,Community Bin,500,910,Organic,2019-09-09,alternate_day,Vastral Lake,33437,42,81,0,1,synthetic
AMD-BIN-0348,AMD-Z-19,Vastral,23.007328,72.663382,Vastral Ward,Community Bin,50,90,Organic,2020-06-15,daily,Vastral Metro Station,31031,50,83,0,0,synthetic
AMD-BIN-0349,AMD-Z-19,Vastral,23.013901,72.664481,Vastral Ward,Community Bin,240,600,Mixed,2023-08-25,daily,Vastral Ring Road,31385,49,90,0,0,synthetic
AMD-BIN-0350,AMD-Z-20,Naroda,23.073286,72.660977,Naroda Ward,Compactor Bin,660,1650,Mixed,2020-01-07,twice_daily,Naroda Market Yard,27249,78,64,1,0,synthetic
AMD-BIN-0351,AMD-Z-20,Naroda,23.067998,72.665197,Naroda Ward,Twin Bin Set,500,1430,Commercial,2019-08-26,twice_daily,Naroda Patiya Circle,30496,74,62,1,0,synthetic
AMD-BIN-0352,AMD-Z-20,Naroda,23.075398,72.659221,Naroda Ward,Community Bin,500,2270,Recyclable,2021-04-22,daily,Naroda Market Yard,33803,71,65,1,0,synthetic
AMD-BIN-0353,AMD-Z-20,Naroda,23.07432,72.667106,Naroda Ward,Litter Bin,150,270,Organic,2023-10-12,twice_daily,Naroda Bus Stand,30174,65,74,0,0,synthetic
AMD-BIN-0354,AMD-Z-20,Naroda,23.072439,72.656769,Naroda Ward,Twin Bin Set,500,2270,Recyclable,2021-11-28,daily,Naroda Patiya Circle,29096,69,62,1,0,synthetic
AMD-BIN-0355,AMD-Z-20,Naroda,23.068839,72.654447,Naroda Ward,Skip Container,660,1200,Organic,2024-08-01,daily,Naroda Patiya Circle,33920,67,63,0,0,synthetic
AMD-BIN-0356,AMD-Z-20,Naroda,23.061381,72.656791,Naroda Ward,Litter Bin,150,380,Mixed,2023-10-03,twice_daily,Naroda GIDC Gate 1,29583,62,63,1,0,synthetic
AMD-BIN-0357,AMD-Z-20,Naroda,23.070588,72.658677,Naroda Ward,Community Bin,660,3000,Recyclable,2022-07-03,daily,Naroda Market Yard,29225,68,70,1,0,synthetic
AMD-BIN-0358,AMD-Z-20,Naroda,23.066798,72.662641,Naroda Ward,Compactor Bin,660,3000,Recyclable,2019-04-04,twice_daily,Naroda GIDC Gate 1,30975,52,70,1,0,synthetic
AMD-BIN-0359,AMD-Z-20,Naroda,23.071848,72.662076,Naroda Ward,Community Bin,500,1250,Mixed,2020-06-13,twice_daily,Nobel Nagar Crossing,32927,72,67,0,0,synthetic
AMD-BIN-0360,AMD-Z-20,Naroda,23.06876,72.656341,Naroda Ward,Skip Container,1000,4000,Dry,2023-12-26,twice_daily,Naroda Bus Stand,26831,75,56,1,0,synthetic
AMD-BIN-0361,AMD-Z-20,Naroda,23.070519,72.664068,Naroda Ward,Skip Container,1000,4550,Recyclable,2023-01-10,daily,Naroda GIDC Gate 1,29237,67,64,1,0,synthetic
AMD-BIN-0362,AMD-Z-20,Naroda,23.067739,72.653214,Naroda Ward,Twin Bin Set,240,1090,Recyclable,2019-11-30,twice_daily,Naroda Market Yard,30579,70,66,1,0,synthetic
AMD-BIN-0363,AMD-Z-20,Naroda,23.074923,72.659777,Naroda Ward,Community Bin,660,2640,Dry,2023-04-19,twice_daily,Nobel Nagar Crossing,32131,61,57,1,0,synthetic
AMD-BIN-0364,AMD-Z-20,Naroda,23.0623,72.659109,Naroda Ward,Litter Bin,150,680,Recyclable,2025-03-08,twice_daily,Naroda Patiya Circle,31990,62,65,1,0,synthetic
AMD-BIN-0365,AMD-Z-20,Naroda,23.07488,72.663579,Naroda Ward,Twin Bin Set,240,600,Mixed,2023-05-21,twice_daily,Naroda GIDC Gate 1,32520,69,68,1,0,synthetic
AMD-BIN-0366,AMD-Z-20,Naroda,23.071706,72.656778,Naroda Ward,Litter Bin,150,600,Dry,2019-03-17,daily,Nobel Nagar Crossing,30485,72,69,1,0,synthetic
AMD-BIN-0367,AMD-Z-20,Naroda,23.063785,72.658283,Naroda Ward,Community Bin,660,3000,Recyclable,2019-05-23,daily,Naroda Market Yard,33804,76,63,0,0,synthetic
AMD-BIN-0368,AMD-Z-20,Naroda,23.067868,72.661109,Naroda Ward,Community Bin,500,910,Organic,2023-03-01,twice_daily,Naroda Patiya Circle,25759,74,56,1,0,synthetic
AMD-BIN-0369,AMD-Z-20,Naroda,23.07063,72.658533,Naroda Ward,Skip Container,240,600,Mixed,2024-08-05,daily,Naroda Bus Stand,31490,68,60,1,0,synthetic
AMD-BIN-0370,AMD-Z-21,Odhav,23.021378,72.671856,Odhav Ward,Skip Container,1000,4000,Dry,2020-01-08,daily,Nikol Odhav Link,30865,58,57,0,0,synthetic
AMD-BIN-0371,AMD-Z-21,Odhav,23.017549,72.665029,Odhav Ward,Skip Container,660,2640,Dry,2020-07-12,daily,Kathwada Road Junction,28058,60,51,0,0,synthetic
AMD-BIN-0372,AMD-Z-21,Odhav,23.019706,72.673255,Odhav Ward,Skip Container,660,3000,Recyclable,2019-01-10,daily,Odhav Gam Chowk,26991,64,61,0,0,synthetic
AMD-BIN-0373,AMD-Z-21,Odhav,23.017772,72.669991,Odhav Ward,Twin Bin Set,240,960,Dry,2020-09-22,daily,Odhav GIDC Phase 2,30090,60,56,0,1,synthetic
AMD-BIN-0374,AMD-Z-21,Odhav,23.023781,72.669958,Odhav Ward,Compactor Bin,1000,4000,Dry,2023-06-26,daily,Kathwada Road Junction,28861,63,72,0,0,synthetic
AMD-BIN-0375,AMD-Z-21,Odhav,23.018167,72.671502,Odhav Ward,Twin Bin Set,150,680,Recyclable,2025-04-25,daily,Kathwada Road Junction,25225,69,61,0,0,synthetic
AMD-BIN-0376,AMD-Z-21,Odhav,23.015276,72.674831,Odhav Ward,Litter Bin,150,680,Recyclable,2019-09-29,daily,Nikol Odhav Link,27665,62,55,0,1,synthetic
AMD-BIN-0377,AMD-Z-21,Odhav,23.025476,72.666668,Odhav Ward,Skip Container,660,3000,Recyclable,2020-06-28,daily,Odhav GIDC Phase 2,24649,71,65,0,0,synthetic
AMD-BIN-0378,AMD-Z-21,Odhav,23.021208,72.667744,Odhav Ward,Skip Container,660,1650,Mixed,2024-08-20,twice_daily,Kathwada Road Junction,27944,74,59,0,0,synthetic
AMD-BIN-0379,AMD-Z-21,Odhav,23.020775,72.672539,Odhav Ward,Skip Container,1000,4550,Recyclable,2021-03-24,twice_daily,Nikol Odhav Link,28988,55,64,0,0,synthetic
AMD-BIN-0380,AMD-Z-21,Odhav,23.02216,72.675199,Odhav Ward,Skip Container,240,440,Organic,2020-06-19,twice_daily,Kathwada Road Junction,27428,69,57,0,0,synthetic
AMD-BIN-0381,AMD-Z-21,Odhav,23.017885,72.665209,Odhav Ward,Community Bin,1000,1820,Organic,2022-01-19,twice_daily,Odhav Ring Road Circle,30613,61,61,0,0,synthetic
AMD-BIN-0382,AMD-Z-21,Odhav,23.017197,72.669958,Odhav Ward,Underground Bin,500,1250,Mixed,2022-05-07,daily,Kathwada Road Junction,33418,59,54,0,0,synthetic
AMD-BIN-0383,AMD-Z-21,Odhav,23.026915,72.669213,Odhav Ward,Compactor Bin,1000,2500,Mixed,2023-06-28,alternate_day,Kathwada Road Junction,28424,67,58,0,0,synthetic
AMD-BIN-0384,AMD-Z-21,Odhav,23.013568,72.671498,Odhav Ward,Twin Bin Set,500,2000,Dry,2025-02-07,daily,Odhav Gam Chowk,29190,78,45,0,0,synthetic
AMD-BIN-0385,AMD-Z-21,Odhav,23.019079,72.674715,Odhav Ward,Skip Container,240,1090,Recyclable,2023-12-10,daily,Nikol Odhav Link,28810,69,56,0,0,synthetic
AMD-BIN-0386,AMD-Z-21,Odhav,23.018792,72.666547,Odhav Ward,Community Bin,150,380,Mixed,2025-02-20,daily,Nikol Odhav Link,27181,62,61,1,0,synthetic
AMD-BIN-0387,AMD-Z-21,Odhav,23.025831,72.671586,Odhav Ward,Skip Container,660,3000,Recyclable,2021-09-11,daily,Odhav Ring Road Circle,31431,66,60,1,0,synthetic
AMD-BIN-0388,AMD-Z-22,Vatva,22.960921,72.629187,Vatva Ward,Compactor Bin,660,1200,Organic,2019-10-17,daily,Ramol Road Junction,30787,61,64,0,0,synthetic
AMD-BIN-0389,AMD-Z-22,Vatva,22.96333,72.628447,Vatva Ward,Twin Bin Set,150,380,Mixed,2024-01-28,daily,Vatva Gam Chowk,28292,58,60,0,0,synthetic
AMD-BIN-0390,AMD-Z-22,Vatva,22.965118,72.634853,Vatva Ward,Underground Bin,500,1430,Commercial,2024-05-11,twice_daily,Vatva Railway Crossing,30153,63,51,0,0,synthetic
AMD-BIN-0391,AMD-Z-22,Vatva,22.958733,72.626465,Vatva Ward,Community Bin,240,600,Mixed,2020-06-19,daily,Vatva Railway Crossing,26785,71,62,0,0,synthetic
AMD-BIN-0392,AMD-Z-22,Vatva,22.961893,72.63129,Vatva Ward,Skip Container,660,2640,Dry,2020-02-17,alternate_day,Narol Vatva Highway,27723,54,71,0,0,synthetic
AMD-BIN-0393,AMD-Z-22,Vatva,22.961459,72.637937,Vatva Ward,Skip Container,500,1430,Commercial,2023-03-30,daily,Narol Vatva Highway,24285,75,62,0,0,synthetic
AMD-BIN-0394,AMD-Z-22,Vatva,22.9651,72.626755,Vatva Ward,Skip Container,500,2270,Recyclable,2019-10-27,twice_daily,Ramol Road Junction,29997,56,66,0,0,synthetic
AMD-BIN-0395,AMD-Z-22,Vatva,22.961002,72.628469,Vatva Ward,Compactor Bin,660,2640,Dry,2023-06-18,twice_daily,Vatva Gam Chowk,30365,57,48,0,0,synthetic
AMD-BIN-0396,AMD-Z-22,Vatva,22.953425,72.629459,Vatva Ward,Community Bin,240,690,Commercial,2025-05-07,twice_daily,Vatva GIDC Phase 3,31282,65,47,0,0,synthetic
AMD-BIN-0397,AMD-Z-22,Vatva,22.965827,72.628818,Vatva Ward,Twin Bin Set,240,1090,Recyclable,2020-01-24,daily,Ramol Road Junction,32622,60,52,0,0,synthetic
AMD-BIN-0398,AMD-Z-22,Vatva,22.96022,72.63124,Vatva Ward,Community Bin,500,1430,Commercial,2019-09-15,twice_daily,Ramol Road Junction,27653,76,73,0,0,synthetic
AMD-BIN-0399,AMD-Z-22,Vatva,22.957195,72.627896,Vatva Ward,Community Bin,150,680,Recyclable,2023-01-18,daily,Vatva Gam Chowk,27541,67,65,0,0,synthetic
AMD-BIN-0400,AMD-Z-22,Vatva,22.957187,72.632924,Vatva Ward,Compactor Bin,660,3000,Recyclable,2023-06-30,daily,Vatva GIDC Phase 3,26646,64,60,0,0,synthetic
AMD-BIN-0401,AMD-Z-22,Vatva,22.958661,72.630807,Vatva Ward,Twin Bin Set,150,600,Dry,2022-06-08,daily,Ramol Road Junction,32067,52,60,0,0,synthetic
AMD-BIN-0402,AMD-Z-22,Vatva,22.961551,72.627923,Vatva Ward,Compactor Bin,1000,4550,Recyclable,2023-11-06,alternate_day,Ramol Road Junction,29394,66,60,0,1,synthetic
AMD-BIN-0403,AMD-Z-22,Vatva,22.961028,72.625178,Vatva Ward,Community Bin,660,1200,Organic,2024-12-27,daily,Vatva Gam Chowk,29189,67,61,0,1,synthetic
AMD-BIN-0404,AMD-Z-22,Vatva,22.962998,72.627266,Vatva Ward,Twin Bin Set,240,440,Organic,2020-06-03,daily,Vatva Railway Crossing,32453,56,58,0,0,synthetic
AMD-BIN-0405,AMD-Z-22,Vatva,22.959582,72.627934,Vatva Ward,Skip Container,240,1090,Recyclable,2024-07-29,daily,Narol Vatva Highway,28731,67,50,0,0,synthetic
AMD-BIN-0406,AMD-Z-22,Vatva,22.963316,72.628434,Vatva Ward,Skip Container,1000,2500,Mixed,2021-04-05,twice_daily,Narol Vatva Highway,32246,67,56,0,0,synthetic
AMD-BIN-0407,AMD-Z-23,Ranip,23.072352,72.564084,Ranip Ward,Twin Bin Set,500,910,Organic,2020-08-24,twice_daily,New Ranip Circle,26945,53,88,0,0,synthetic
AMD-BIN-0408,AMD-Z-23,Ranip,23.078252,72.562586,Ranip Ward,Community Bin,500,910,Organic,2023-08-16,alternate_day,Akhbarnagar Road,26253,58,86,0,1,synthetic
AMD-BIN-0409,AMD-Z-23,Ranip,23.072488,72.570633,Ranip Ward,Twin Bin Set,50,200,Dry,2022-03-08,alternate_day,Ranip Bus Stand,28041,55,78,0,1,synthetic
AMD-BIN-0410,AMD-Z-23,Ranip,23.07446,72.564141,Ranip Ward,Twin Bin Set,500,910,Organic,2022-07-04,alternate_day,Akhbarnagar Road,20685,59,86,0,0,synthetic
AMD-BIN-0411,AMD-Z-23,Ranip,23.073267,72.563877,Ranip Ward,Community Bin,500,910,Organic,2021-11-12,daily,Ranip Bus Stand,32012,49,88,0,0,synthetic
AMD-BIN-0412,AMD-Z-23,Ranip,23.078581,72.568553,Ranip Ward,Litter Bin,150,600,Dry,2024-06-29,daily,Ranip Gam Chowk,25536,64,83,0,0,synthetic
AMD-BIN-0413,AMD-Z-23,Ranip,23.076799,72.565452,Ranip Ward,Twin Bin Set,150,270,Organic,2021-02-19,alternate_day,New Ranip Circle,25420,51,82,0,0,synthetic
AMD-BIN-0414,AMD-Z-23,Ranip,23.076857,72.569381,Ranip Ward,Twin Bin Set,500,2000,Dry,2022-01-02,alternate_day,Akhbarnagar Road,27077,50,92,0,0,synthetic
AMD-BIN-0415,AMD-Z-23,Ranip,23.080243,72.565019,Ranip Ward,Twin Bin Set,100,180,Organic,2021-01-31,daily,New Ranip Circle,31337,49,93,0,0,synthetic
AMD-BIN-0416,AMD-Z-23,Ranip,23.077047,72.560702,Ranip Ward,Community Bin,50,120,Mixed,2023-07-28,alternate_day,Ranip Railway Crossing,28979,57,91,0,0,synthetic
AMD-BIN-0417,AMD-Z-23,Ranip,23.084957,72.565299,Ranip Ward,Twin Bin Set,50,120,Mixed,2021-05-22,daily,Akhbarnagar Road,22710,48,83,0,0,synthetic
AMD-BIN-0418,AMD-Z-23,Ranip,23.07371,72.566128,Ranip Ward,Skip Container,240,600,Mixed,2023-02-10,alternate_day,New Ranip Circle,26878,45,84,0,0,synthetic
